Geneid	Length
Ng03514	456
Ng03515	2558
Ng03516	1062
Ng03517	1824
Ng03518	1641
Ng03519	1806
Ng03520	2690
Ng03521	228
Ng03522	1527
Ng03523	1914
Ng03524	3656
Ng03525	6276
Ng03526	3819
Ng03527	2223
Ng03528	1338
Ng03529	216
Ng03530	501
Ng03531	1911
Ng03532	2901
Ng03533	1698
Ng03534	1704
Ng03535	927
Ng03536	1854
Ng03537	1097
Ng03538	5088
Ng03539	759
Ng03540	309
Ng03541	2601
Ng03542	1770
Ng03543	3102
Ng03544	2913
Ng03545	1335
Ng03546	6612
Ng03547	273
Ng03548	1986
Ng03549	608
Ng03550	279
Ng03551	1326
Ng03552	1032
Ng03553	5187
Ng03554	6425
Ng03555	1812
Ng03556	924
Ng03557	1365
Ng03558	936
Ng03559	993
Ng03560	1014
Ng03561	1095
Ng03562	486
Ng03563	333
Ng03564	276
Ng03565	3359
Ng03566	501
Ng03567	1707
Ng03568	1851
Ng03569	879
Ng03570	417
Ng03571	1917
Ng03572	804
Ng03573	2961
Ng03574	3167
Ng03575	1503
Ng03576	1716
Ng03577	1371
Ng03578	213
Ng03579	645
Ng03580	384
Ng03581	381
Ng03582	2848
Ng03583	1038
Ng03584	1210
Ng03585	1176
Ng03586	1470
Ng03587	1551
Ng03588	559
Ng03589	1644
Ng03590	4044
Ng03591	1012
Ng03592	1359
Ng03593	1038
Ng03594	501
Ng03595	2412
Ng03596	1050
Ng03597	1056
Ng03598	2865
Ng03599	348
Ng03600	345
Ng03601	1605
Ng03602	1625
Ng03603	2019
Ng03604	462
Ng03605	2019
Ng03606	2832
Ng03607	648
Ng03608	1455
Ng03609	1608
Ng03610	714
Ng03611	1752
Ng03612	588
Ng03613	699
Ng03614	1113
Ng03615	1141
Ng03616	1182
Ng03617	2563
Ng03618	375
Ng03619	1752
Ng03620	3378
Ng03621	1914
Ng03622	201
Ng03623	3988
Ng03624	405
Ng03625	441
Ng03626	3396
Ng03627	891
Ng03628	1204
Ng03629	369
Ng03630	2271
Ng03631	567
Ng03632	336
Ng03633	1791
Ng03634	1728
Ng03635	219
Ng03636	1128
Ng03637	1036
Ng03638	1938
Ng03639	369
Ng03640	6685
Ng03641	708
Ng03642	867
Ng03643	1305
Ng03644	1740
Ng03645	195
Ng03646	735
Ng03647	2658
Ng03648	480
Ng03649	192
Ng03650	480
Ng03651	192
Ng03652	192
Ng03653	1061
Ng03654	1526
Ng03655	2089
Ng03656	1868
Ng03657	2100
Ng03658	342
Ng03659	906
Ng03660	420
Ng03661	1113
Ng03662	3270
Ng03663	1624
Ng03664	1446
Ng03665	1824
Ng03666	2037
Ng03667	195
Ng03668	1437
Ng03669	316
Ng03670	1284
Ng03671	2857
Ng03672	396
Ng03673	357
Ng03674	387
Ng03675	2127
Ng03676	267
Ng03677	1110
Ng03678	1629
Ng03679	351
Ng03680	294
Ng03681	936
Ng03682	996
Ng03683	2110
Ng03684	525
Ng03685	5457
Ng03686	19104
Ng03687	285
Ng03688	6192
Ng03689	633
Ng03690	969
Ng03691	1779
Ng03692	438
Ng03693	1949
Ng03694	741
Ng03695	435
Ng03696	1484
Ng03697	2466
Ng03698	249
Ng03699	543
Ng03700	1438
Ng03701	675
Ng03702	1995
Ng03703	210
Ng03704	414
Ng03705	1047
Ng03706	4327
Ng03707	1200
Ng03708	1200
Ng03709	453
Ng03710	1281
Ng03711	489
Ng03712	213
Ng03713	345
Ng03714	300
Ng03715	462
Ng03716	357
Ng03717	651
Ng03718	945
Ng03719	897
Ng03720	2314
Ng03721	213
Ng03722	465
Ng03723	489
Ng03724	243
Ng03725	1254
Ng03726	363
Ng03727	216
Ng03728	1110
Ng03729	13425
Ng03730	549
Ng03731	186
Ng03732	405
Ng03733	954
Ng03734	3651
Ng03735	1389
Ng03736	831
Ng03737	15486
Ng03738	1491
Ng03739	2658
Ng03740	582
Ng03741	1429
Ng03742	396
Ng03743	817
Ng03744	2442
Ng03745	462
Ng03746	2709
Ng03747	468
Ng03748	2388
Ng03749	198
Ng03750	681
Ng03751	1089
Ng03752	2199
Ng03753	3539
Ng03754	1509
Ng03755	447
Ng03756	195
Ng03757	579
Ng05863	2079
Ng05864	1121
Ng05865	987
Ng05866	900
Ng05867	993
Ng05868	2033
Ng05869	258
Ng05870	495
Ng05871	186
Ng05872	723
Ng05873	585
Ng05874	201
Ng05875	13269
Ng05876	267
Ng05877	354
Ng05878	483
Ng05879	306
Ng05880	2257
Ng05881	441
Ng05882	408
tRNAscan_12	73
Ng05884	372
Ng05885	874
Ng05886	1676
Ng05887	2067
Ng05888	1455
Ng05889	189
Ng05890	1749
Ng05891	765
Ng05892	861
Ng05893	816
Ng05894	774
Ng05895	1866
Ng05896	3576
Ng05897	222
Ng05898	1339
Ng05899	306
Ng05900	1696
Ng05901	462
Ng05902	780
Ng05903	429
Ng05904	1257
Ng05905	321
Ng05906	573
Ng05907	909
Ng05908	909
Ng05909	546
Ng05910	933
Ng05911	1169
Ng05912	264
Ng05913	7760
Ng05914	792
Ng05915	186
Ng05916	309
Ng05917	2058
Ng05918	939
Ng05919	219
Ng05920	966
Ng05921	603
Ng05922	426
Ng05923	2598
Ng05924	2339
Ng05925	1782
Ng05926	255
Ng05927	774
Ng05928	3843
Ng05929	468
Ng05930	186
Ng05931	1749
Ng05932	477
Ng05933	972
Ng05934	2798
Ng05935	216
Ng05936	2736
Ng05937	390
Ng05938	2589
Ng05939	1872
Ng05940	936
Ng05941	1251
Ng05942	1350
Ng05943	1374
Ng05944	2038
Ng05945	2805
Ng05946	3121
Ng05947	5745
Ng05948	3498
Ng05949	1152
Ng05950	1243
Ng05951	735
Ng05952	828
Ng05953	816
Ng05954	4548
Ng05955	1374
Ng05956	3109
Ng05957	321
Ng05958	2193
Ng05959	1573
Ng05960	1617
Ng05961	327
Ng05962	1364
Ng05963	2250
Ng05964	1980
Ng05965	5358
Ng05966	2214
Ng05967	651
Ng05968	1860
Ng05969	1818
Ng05970	1590
Ng05971	2254
Ng05972	738
Ng05973	642
Ng05974	369
Ng05975	1314
Ng05976	1371
Ng05977	3360
Ng05978	1637
Ng05979	2892
Ng05980	1239
Ng05981	789
Ng05982	843
Ng05983	2990
Ng05984	471
Ng05985	2270
Ng05986	2400
Ng05987	1689
Ng05988	2898
Ng05989	882
Ng05990	819
Ng05991	2068
Ng05992	2097
Ng05993	1335
Ng05994	1053
Ng05995	1105
Ng05996	3553
Ng05997	2211
Ng05998	891
Ng05999	1326
Ng06000	318
Ng06001	1209
Ng06002	1329
Ng06003	1754
Ng06004	186
Ng06005	1050
Ng06006	2587
Ng06007	1920
Ng06008	1827
Ng06009	756
Ng06010	1059
Ng06011	1620
Ng06012	999
Ng06013	1584
Ng06014	846
Ng06015	1197
Ng06016	312
Ng06017	1434
Ng06018	582
Ng06019	2832
Ng06020	3382
Ng06021	2793
Ng06022	627
Ng06023	354
Ng06024	714
Ng06025	1396
Ng06026	930
Ng06027	561
Ng06028	2877
Ng06029	2071
Ng06030	1695
Ng06031	228
Ng06032	1881
Ng06033	1293
Ng06034	2533
Ng06035	3249
Ng06036	1575
Ng06037	1767
Ng06038	1422
Ng06039	441
Ng06040	687
Ng06041	1119
Ng06042	2908
Ng06043	450
Ng06044	1495
tRNAscan_11	88
Ng06046	1137
Ng06047	438
Ng06048	438
Ng06049	651
Ng06050	1227
Ng06051	1098
Ng06052	996
Ng06053	2034
Ng06054	690
Ng06055	1105
Ng06056	3169
Ng06057	4365
Ng06058	5088
Ng06059	330
Ng06060	1332
Ng06061	1386
Ng06062	3921
Ng06063	1629
Ng06064	432
Ng06065	526
Ng06066	1416
Ng06067	4671
Ng06068	1527
Ng06069	687
Ng06070	657
Ng06071	1362
Ng06072	291
Ng06073	1422
Ng06074	1119
Ng06075	555
Ng06076	777
Ng06077	1830
Ng06078	1101
Ng06079	408
Ng06080	1929
Ng06081	303
Ng06082	1050
Ng06083	3139
Ng06084	708
Ng06085	1301
Ng06086	909
Ng06087	4182
Ng06088	813
Ng06089	1905
Ng06090	354
Ng06091	501
Ng06092	234
Ng06093	2412
Ng06094	1161
Ng06095	1278
Ng06096	2323
Ng06097	1431
Ng06098	1722
Ng06099	1716
Ng06100	2361
Ng06101	4662
Ng06102	291
Ng06103	3183
Ng06104	1206
Ng06105	1563
Ng06106	1295
Ng06107	4271
Ng06108	834
Ng06109	1488
Ng06110	321
Ng06111	4902
Ng06112	876
Ng06113	949
Ng06114	330
Ng06115	1821
Ng06116	1923
Ng06117	1234
Ng06118	1860
Ng06119	1956
Ng06120	1193
Ng06121	1106
Ng06122	1011
Ng06123	714
Ng06124	639
Ng06125	1746
Ng06126	2734
Ng06127	591
Ng06128	528
Ng06129	810
Ng06130	471
Ng06131	1992
Ng06132	3498
Ng06133	357
Ng06134	1754
Ng06135	3686
Ng06136	975
Ng06137	1803
Ng06138	342
Ng06139	1266
Ng06140	579
Ng06141	3222
Ng06142	375
Ng06143	3750
Ng06144	4638
Ng06145	984
Ng06146	1122
Ng06147	999
Ng06148	438
Ng06149	1791
Ng06150	375
Ng06151	1914
Ng06152	1344
Ng06153	1912
Ng06154	2385
Ng06155	246
Ng06156	11565
Ng06157	1839
Ng06158	330
Ng06159	2729
Ng06160	1083
Ng06161	537
Ng06162	878
Ng06163	966
Ng06164	3922
Ng06165	1707
Ng06166	462
Ng06167	351
Ng06168	1449
Ng06169	2544
Ng06170	384
Ng06171	1089
Ng06172	258
Ng06173	291
Ng06174	879
Ng06175	474
Ng06176	1068
Ng06177	387
Ng06178	4192
Ng06179	180
Ng06180	3417
Ng06181	621
Ng06182	636
Ng06183	1971
Ng06184	2850
Ng06185	195
Ng06186	1004
Ng06187	3165
Ng06188	471
Ng06189	4371
Ng06190	1649
Ng06191	594
Ng06192	1056
Ng06193	4482
Ng06194	429
Ng06195	1047
Ng06196	2196
Ng06197	1323
Ng06198	291
Ng06199	657
Ng06200	801
Ng06201	933
Ng06202	1083
Ng06203	759
Ng06204	1125
Ng06205	1333
Ng06206	312
Ng06207	1740
Ng06208	207
Ng06209	1755
Ng06210	2220
Ng06211	321
Ng06212	2322
Ng06213	1539
Ng06214	816
Ng06215	1965
Ng06216	429
Ng06217	1779
Ng06218	1314
Ng06219	2708
Ng06220	528
Ng06221	1757
Ng06222	438
Ng06223	971
Ng06224	1152
Ng06225	905
Ng06226	1908
Ng06227	2334
Ng06228	3056
Ng06229	918
Ng06230	1384
Ng06231	2169
Ng06232	1877
Ng06233	4797
Ng06234	2506
Ng06235	1535
Ng06236	4109
Ng06237	567
Ng06238	1428
Ng06239	234
Ng06240	252
Ng06241	363
Ng06242	7764
Ng06243	1923
Ng06244	288
Ng06245	1329
Ng06246	717
Ng06247	2401
Ng06248	297
Ng06249	651
Ng06250	1899
Ng06251	387
Ng06252	1743
Ng06253	2024
Ng06254	387
Ng06255	666
Ng06256	195
Ng06257	1077
Ng06258	1851
Ng06259	1275
Ng06260	1806
Ng06261	1279
Ng06262	354
Ng06263	1062
Ng06264	538
Ng06265	537
Ng06266	3120
Ng06267	489
Ng06268	964
Ng06269	183
Ng06270	579
Ng06271	912
Ng06272	789
Ng06273	1047
Ng06274	4356
Ng06275	249
Ng06276	1179
Ng06277	216
Ng06278	816
Ng06279	825
Ng06280	1512
Ng06281	609
Ng06282	2190
Ng06283	255
Ng06284	1020
Ng06285	249
Ng06286	2739
Ng06287	699
Ng06288	249
Ng04667	1143
Ng04668	1149
Ng04669	1710
Ng04670	531
Ng04671	939
Ng04672	729
Ng04673	2118
Ng04674	270
Ng04675	1905
Ng04676	540
Ng04677	246
Ng04678	2784
Ng04679	915
Ng04680	2258
Ng04681	399
Ng04682	1278
Ng04683	294
Ng04684	894
Ng04685	465
Ng04686	1986
Ng04687	1104
Ng04688	954
Ng04689	3211
Ng04690	321
Ng04691	2314
Ng04692	228
Ng04693	3508
Ng04694	273
Ng04695	357
Ng04696	1941
Ng04697	579
Ng04698	1446
Ng04699	2798
Ng04700	399
Ng04701	1155
Ng04702	663
Ng04703	666
Ng04704	726
Ng04705	3470
Ng04706	1050
Ng04707	300
Ng04708	195
Ng04709	1062
Ng04710	3216
Ng04711	1611
Ng04712	2028
Ng04713	3330
Ng04714	1089
Ng04715	465
Ng04716	1491
Ng04717	1360
Ng04718	534
Ng04719	1947
Ng04720	795
Ng04721	1308
Ng04722	2481
Ng04723	2250
Ng04724	213
Ng04725	846
Ng04726	1309
Ng04727	927
Ng04728	1221
Ng04729	2232
Ng04730	2625
Ng04731	3891
Ng04732	462
Ng04733	207
Ng04734	339
Ng04735	294
Ng04736	5233
Ng04737	2460
Ng04738	2010
Ng04739	1110
Ng04740	750
Ng04741	921
Ng04742	1226
Ng04743	1326
Ng04744	1698
Ng04745	201
Ng04746	943
Ng04747	882
Ng04748	753
Ng04749	1305
Ng04750	2288
Ng04751	1005
Ng04752	3809
Ng04753	2919
Ng04754	537
Ng04755	1454
Ng04756	222
Ng04757	540
Ng04758	2292
Ng04759	1173
Ng04760	1713
Ng04761	357
Ng04762	507
Ng04763	891
Ng04764	792
Ng04765	396
Ng04766	2433
Ng04767	777
Ng04768	909
Ng04769	1215
Ng04770	3823
Ng04771	600
Ng04772	384
Ng04773	3987
Ng04774	1227
Ng04775	1542
Ng04776	1953
Ng04777	643
Ng04778	8715
Ng04779	6504
Ng04780	1808
Ng04781	672
Ng04782	1062
Ng04783	1399
Ng04784	2487
Ng04785	2739
Ng04786	2210
Ng04787	2994
Ng04788	1896
Ng04789	513
Ng04790	1446
Ng04791	747
Ng04792	1089
Ng04793	1926
Ng04794	1300
Ng04795	1608
Ng04796	5985
Ng04797	1662
Ng04798	1797
Ng04799	2289
Ng04800	1232
Ng04801	2301
Ng04802	1017
Ng04803	2100
Ng04804	1191
Ng04805	3888
Ng04806	1299
Ng04807	1143
Ng04808	1542
Ng04809	909
Ng04810	1536
Ng04811	1658
Ng04812	1277
Ng04813	7275
Ng04814	3912
Ng04815	8442
Ng04816	1119
Ng04817	3003
tRNAscan_13	73
Ng04819	608
Ng04820	1131
Ng04821	204
Ng04822	801
Ng04823	1522
Ng04824	1722
Ng04825	246
Ng04826	1959
Ng04827	1701
Ng04828	1278
Ng04829	978
Ng04830	1182
Ng04831	1602
Ng04832	764
Ng04833	2479
Ng04834	4977
Ng04835	1713
Ng04836	1582
Ng04837	192
Ng04838	3854
Ng04839	864
Ng04840	1110
Ng04841	1461
Ng04842	1949
Ng04843	1983
Ng04844	2013
Ng04845	1588
Ng04846	780
Ng04847	2625
Ng04848	696
Ng04849	1431
Ng04850	3404
Ng04851	675
Ng04852	2502
Ng04853	354
Ng04854	3093
Ng04855	465
Ng04856	798
Ng04857	1023
Ng04858	1596
Ng04859	1044
Ng04860	1350
Ng04861	960
Ng04862	3969
Ng04863	2259
Ng04864	750
Ng04865	1119
Ng04866	1191
Ng04867	1581
Ng04868	297
Ng04869	936
Ng04870	3477
Ng04871	2473
Ng04872	984
Ng04873	5592
Ng04874	2347
Ng04875	345
Ng04876	684
Ng04877	3717
Ng04878	666
Ng04879	2976
Ng04880	1426
Ng04881	915
Ng04882	1678
Ng04883	1119
Ng04884	306
Ng04885	909
Ng04886	1578
Ng04887	825
Ng04888	1118
Ng04889	1230
Ng04890	1815
Ng04891	237
Ng04892	1107
Ng04893	330
Ng04894	2241
Ng04895	1110
Ng04896	1884
Ng04897	1800
Ng04898	1008
Ng04899	2556
Ng04900	204
Ng04901	2439
Ng04902	1132
Ng04903	912
Ng04904	1629
Ng04905	1152
Ng04906	528
Ng04907	1263
Ng04908	1038
Ng04909	5378
Ng04910	402
Ng04911	2082
Ng04912	112
Ng04913	112
Ng04914	1217
Ng04915	1233
Ng04916	1128
Ng04917	357
Ng04918	2394
Ng04919	2187
Ng04920	1266
Ng04921	945
Ng04922	3129
Ng04923	1458
Ng04924	186
Ng04925	1416
Ng04926	1044
Ng04927	4341
Ng04928	180
Ng04929	1086
Ng04930	1041
Ng04931	969
Ng04932	1695
Ng04933	2043
Ng04934	540
Ng04935	2985
Ng04936	1418
Ng04937	1245
Ng04938	895
Ng04939	1500
Ng04940	1873
Ng04941	2012
Ng04942	969
Ng04943	2905
Ng04944	852
Ng04945	870
Ng04946	6072
Ng04947	2700
Ng04948	762
Ng04949	1089
Ng04950	1566
Ng04951	1587
Ng04952	1617
Ng04953	417
Ng04954	891
Ng04955	510
Ng04956	2350
Ng04957	1212
Ng04958	1140
Ng04959	1566
Ng04960	4377
Ng04961	3822
Ng04962	606
Ng04963	696
Ng04964	864
Ng04965	2772
Ng04966	783
Ng04967	339
Ng04968	1328
Ng04969	4224
Ng04970	693
Ng04971	1230
Ng04972	567
Ng04973	1864
Ng04974	2053
Ng04975	2055
Ng04976	2076
Ng04977	918
Ng04978	270
Ng04979	2055
Ng04980	1361
Ng04981	981
Ng04982	2058
Ng04983	951
Ng04984	6333
Ng04985	726
Ng04986	663
Ng04987	3971
Ng04988	4080
Ng04989	1068
Ng04990	291
Ng04991	1641
Ng04992	255
Ng04993	504
Ng04994	225
Ng04995	987
Ng04996	1224
Ng04997	1150
Ng04998	294
Ng04999	2885
Ng05000	1647
Ng05001	2000
Ng05002	1014
Ng05003	573
Ng05004	3755
Ng05005	2865
Ng05006	294
Ng05007	951
Ng05008	1167
Ng05009	429
Ng05010	846
Ng05011	363
Ng05012	552
Ng05013	2240
Ng05014	546
Ng05015	405
Ng05016	552
Ng05017	2094
Ng05018	2022
Ng05019	393
Ng05020	513
Ng05021	585
Ng05022	2195
Ng05023	288
Ng05024	1266
Ng05025	2157
Ng05026	666
Ng05027	549
Ng05028	2473
Ng05029	336
Ng05030	327
Ng05031	240
Ng05032	1085
Ng05033	348
Ng05034	837
Ng05035	339
Ng05036	1974
Ng05037	210
Ng05038	231
Ng05039	3452
Ng05040	3210
Ng05041	618
Ng05042	1931
Ng05043	4488
Ng05044	921
Ng05045	786
Ng05046	1959
Ng05047	300
Ng05048	891
Ng05049	264
Ng05050	1161
Ng05051	1812
Ng05052	597
Ng05053	1647
Ng05054	513
Ng05055	3218
Ng05056	738
Ng05057	435
Ng05058	1836
Ng05059	423
Ng05060	405
Ng05061	474
Ng05062	474
Ng05063	417
Ng06289	2082
Ng06290	3263
Ng06291	816
Ng06292	264
Ng06293	1854
Ng06294	1029
Ng06295	1896
Ng06296	3204
Ng06297	1863
Ng06298	1933
Ng06299	963
Ng06300	1452
Ng06301	411
Ng06302	1407
Ng06303	975
Ng06304	591
Ng06305	675
Ng06306	930
Ng06307	780
Ng06308	1071
Ng06309	1509
Ng06310	930
Ng06311	2817
Ng06312	1653
Ng06313	2288
Ng06314	216
Ng06315	2223
Ng06316	747
Ng06317	306
Ng06318	486
Ng06319	750
Ng06320	960
Ng06321	1833
Ng06322	552
Ng06323	999
Ng06324	984
Ng06325	342
Ng06326	2228
Ng06327	872
Ng06328	288
Ng06329	624
Ng06330	447
Ng06331	351
Ng06332	1119
Ng06333	1878
Ng06334	1081
Ng06335	1857
Ng06336	318
Ng06337	432
Ng06338	231
Ng06339	435
Ng06340	2051
Ng06341	1245
Ng06342	1845
Ng06343	1959
Ng06344	231
Ng06345	771
Ng06346	402
Ng06347	270
Ng06348	1906
Ng06349	1236
Ng06350	330
Ng06351	747
Ng06352	393
Ng06353	1645
Ng06354	2237
Ng06355	426
Ng06356	3004
Ng06357	285
Ng06358	228
Ng06359	192
Ng06360	2835
Ng06361	237
Ng06362	2118
Ng06363	1245
Ng06364	330
Ng06365	2922
Ng06366	2403
Ng06367	1532
Ng06368	6525
Ng06369	324
Ng06370	525
tRNAscan_14	81
Ng06372	930
Ng06373	279
Ng06374	3573
Ng06375	2397
Ng06376	519
Ng06377	243
Ng06378	585
Ng06379	924
Ng06380	1628
Ng06381	408
Ng06382	558
Ng06383	1197
Ng06384	1377
Ng06385	681
Ng06386	605
Ng06387	2216
Ng06388	1005
Ng06389	321
Ng06390	1218
Ng06391	381
Ng06392	1968
Ng06393	1929
Ng06394	294
Ng06395	2233
Ng06396	1596
Ng06397	1818
Ng06398	681
Ng06399	1362
Ng06400	1707
Ng06401	1140
Ng06402	186
Ng06403	1150
Ng06404	1599
Ng06405	1146
Ng06406	1229
Ng06407	1413
Ng06408	2961
Ng06409	438
Ng06410	933
Ng06411	3472
Ng06412	1163
Ng06413	1323
Ng06414	1128
Ng06415	2610
Ng06416	609
Ng06417	879
Ng06418	1143
Ng06419	1305
Ng06420	1680
Ng06421	1986
Ng06422	513
Ng06423	11997
Ng06424	1217
Ng06425	525
Ng06426	3602
Ng06427	1848
Ng06428	1233
Ng06429	2025
Ng06430	1120
Ng06431	985
Ng06432	1299
Ng06433	4089
Ng06434	585
Ng06435	2497
Ng06436	1332
Ng06437	642
Ng06438	375
Ng06439	3192
Ng06440	1233
Ng06441	675
Ng06442	684
Ng06443	1842
Ng06444	3633
Ng06445	1086
Ng06446	318
Ng06447	4177
Ng06448	1857
Ng06449	3138
Ng06450	885
Ng06451	726
Ng06452	1776
Ng06453	330
Ng06454	756
Ng06455	1167
Ng06456	351
Ng06457	2058
Ng06458	1406
Ng06459	2991
Ng06460	216
Ng06461	1113
Ng06462	1503
Ng06463	870
Ng06464	1994
Ng06465	489
Ng06466	1330
Ng06467	1854
Ng06468	210
Ng06469	1839
Ng06470	2711
Ng06471	441
Ng06472	1534
Ng06473	2877
Ng06474	1672
Ng06475	4221
Ng06476	1122
Ng06477	642
Ng06478	2643
Ng06479	2089
Ng06480	4467
Ng06481	387
Ng06482	1686
Ng06483	3093
Ng06484	825
Ng06485	1353
Ng06486	2239
Ng06487	1899
Ng06488	813
Ng06489	1296
Ng06490	1661
Ng06491	1326
Ng06492	1030
Ng06493	2811
Ng06494	1133
Ng06495	1510
Ng06496	2547
Ng06497	666
Ng06498	1974
Ng06499	2154
Ng06500	912
Ng06501	291
Ng06502	708
Ng06503	465
Ng06504	4758
Ng06505	855
Ng06506	2401
Ng06507	570
Ng06508	801
Ng06509	2613
Ng06510	1681
Ng06511	846
Ng06512	1287
Ng06513	180
Ng06514	1779
Ng06515	2061
Ng06516	996
Ng06517	939
Ng06518	1215
Ng06519	1048
Ng06520	2622
Ng06521	291
Ng06522	1371
Ng06523	777
Ng06524	417
Ng06525	834
Ng06526	1092
Ng06527	222
Ng06528	597
Ng06529	2290
Ng06530	219
Ng06531	1494
Ng06532	1803
Ng06533	640
Ng06534	8436
Ng06535	606
Ng06536	786
Ng06537	726
Ng06538	1509
Ng06539	2262
Ng06540	483
Ng06541	1963
Ng06542	3267
Ng06543	966
Ng06544	1578
Ng06545	3189
Ng06546	666
Ng06547	486
Ng06548	462
Ng06549	1947
Ng06550	414
Ng06551	1581
Ng06552	192
Ng06553	891
Ng06554	2979
Ng06555	345
Ng06556	252
Ng06557	624
Ng06558	3606
Ng06559	5332
Ng06560	1819
Ng06561	1236
Ng06562	1195
Ng06563	843
Ng06564	2694
Ng06565	1750
Ng06566	192
Ng06567	579
Ng06568	1740
Ng06569	273
Ng06570	1161
Ng06571	3535
Ng06572	363
Ng06573	2070
Ng06574	531
Ng06575	183
Ng06576	807
Ng06577	3966
Ng06578	972
Ng06579	3276
Ng06580	1143
Ng06581	786
Ng06582	1077
Ng06583	2148
Ng06584	919
Ng06585	1893
Ng06586	2205
Ng06587	615
Ng06588	2182
Ng06589	921
Ng06590	3264
Ng06591	1040
Ng06592	180
Ng06593	1451
Ng06594	957
Ng06595	276
Ng06596	635
Ng06597	1851
Ng06598	1443
Ng06599	1503
Ng06600	870
Ng06601	549
Ng06602	1770
Ng06603	993
Ng06604	1568
Ng06605	192
Ng06606	1287
Ng06607	2037
Ng06608	2061
Ng06609	1368
Ng06610	2511
Ng06611	3111
Ng06612	186
Ng06613	240
Ng06614	2363
Ng06615	1845
Ng06616	526
Ng06617	3325
Ng06618	5026
Ng06619	2122
Ng06620	3791
Ng06621	1899
Ng06622	2463
Ng06623	2763
Ng06624	216
Ng06625	1458
Ng06626	993
Ng06627	1533
Ng06628	423
Ng06629	1578
Ng06630	243
Ng06631	441
Ng06632	1113
Ng06633	417
Ng06634	468
Ng06635	906
Ng06636	201
Ng06637	2120
Ng06638	1608
Ng06639	1408
Ng06640	1846
Ng06641	2211
Ng06642	1570
Ng06643	1437
Ng06644	537
Ng06645	1377
Ng06646	1451
Ng06647	3273
Ng06648	1344
Ng06649	2068
Ng06650	2805
Ng06651	1490
Ng06652	543
Ng06653	321
Ng06654	684
Ng06655	207
Ng06656	927
Ng06657	411
Ng06658	1837
Ng06659	636
Ng06660	72
Ng06661	992
Ng06662	564
Ng06663	258
Ng06664	1758
Ng06665	3492
Ng06666	2811
Ng06667	990
Ng06668	942
Ng06669	1566
Ng05516	2367
Ng05517	555
Ng05518	1809
Ng05519	2909
Ng05520	1439
Ng05521	1401
Ng05522	444
Ng05523	399
Ng05524	1512
Ng05525	1117
Ng05526	1269
Ng05527	1347
Ng05528	2629
Ng05529	1920
Ng05530	1602
Ng05531	675
Ng05532	522
Ng05533	1666
Ng05534	783
Ng05535	306
Ng05536	1269
Ng05537	423
Ng05538	576
Ng05539	207
Ng05540	381
Ng05541	771
Ng05542	600
Ng05543	426
Ng05544	951
Ng05545	1839
Ng05546	1770
Ng05547	2454
Ng05548	225
Ng05549	1674
Ng05550	318
Ng05551	957
Ng05552	2232
Ng05553	939
Ng05554	1791
Ng05555	1890
Ng05556	2010
Ng05557	261
Ng05558	1035
Ng05559	2826
Ng05560	6766
Ng05561	582
Ng05562	507
Ng05563	561
Ng05564	561
Ng05565	444
Ng05566	555
Ng05567	540
Ng05568	540
Ng05569	594
Ng05570	540
Ng05571	261
Ng05572	1431
Ng05573	1392
Ng05574	3528
Ng05575	940
Ng05576	246
Ng05577	1910
Ng05578	3513
Ng05579	1524
Ng05580	579
Ng05581	1952
Ng05582	1939
Ng05583	306
Ng05584	1149
Ng05585	1062
Ng05586	1161
Ng05587	2015
Ng05588	1113
Ng05589	2526
Ng05590	291
Ng05591	1868
Ng05592	1176
Ng05593	2837
Ng05594	1407
Ng05595	1089
Ng05596	3156
Ng05597	2060
Ng05598	279
Ng05599	1908
Ng05600	4590
Ng05601	1900
Ng05602	603
Ng05603	1602
Ng05604	234
Ng05605	1209
Ng05606	2400
Ng05607	2707
Ng05608	688
Ng05609	1896
Ng05610	330
Ng05611	423
Ng05612	1965
Ng05613	768
Ng05614	2757
Ng05615	4303
Ng05616	4365
Ng05617	891
Ng05618	606
Ng05619	1917
Ng05620	393
Ng05621	2136
Ng05622	1776
Ng05623	339
Ng05624	1065
Ng05625	3132
Ng05626	354
Ng05627	1152
Ng05628	975
Ng05629	2280
Ng05630	2418
Ng05631	83
Ng05632	122
Ng05633	2238
Ng05634	619
Ng05635	384
Ng05636	2739
Ng05637	438
Ng05638	1335
Ng05639	2370
Ng05640	1389
Ng05641	1592
Ng05642	975
Ng05643	4332
Ng05644	1176
Ng05645	1512
Ng05646	831
Ng05647	1282
Ng05648	819
Ng05649	842
Ng05650	1791
Ng05651	1266
Ng05652	1029
Ng05653	819
Ng05654	960
Ng05655	1791
Ng05656	1443
Ng05657	447
Ng05658	336
Ng05659	2783
Ng05660	891
Ng05661	708
Ng05662	411
Ng05663	804
Ng05664	894
Ng05665	1787
Ng05666	1348
Ng05667	3216
Ng05668	480
Ng05669	636
Ng05670	843
Ng05671	2553
Ng05672	1914
Ng05673	468
Ng05674	1872
Ng05675	333
Ng05676	2271
Ng05677	2739
Ng05678	4342
Ng05679	1530
Ng05680	1533
Ng05681	1350
Ng05682	2079
Ng05683	2281
Ng05684	1382
Ng05685	354
Ng05686	1989
Ng05687	213
Ng05688	918
Ng05689	1203
Ng05690	219
Ng05691	2523
Ng05692	195
Ng05693	1635
Ng05694	642
Ng05695	1163
Ng05696	2310
Ng05697	1179
Ng05698	1559
Ng05699	267
